ZIP,note
94707,"Phytophthora cankers on trunk, crown clean thin , deadwood, light post clearance , sidewalk clearance"
94708,"Pittosporum grove, under sycamore"
94703,"S-curved trunk over road, large trunk wounds, verticillium, crown clean & thin, weight reduction"
94707,"S-curved trunk, next to utility box, sidewalk & road clearance"
94707,"S-curved trunk, topped"
94707,"S-curved trunk, trunk wound, hit by trucks, screws in trunk by property owner"
94708,"Thin Crown, irregular trunk growth"
94708,Topped
94708,Topped
94708,Topped
94708,Topped
94708,West Ct
94708,"West Ct, crowded"
94708,"West Ct, suckers, witch's broom"
94708,"Y-shaped, poor stucture"
94708,a couple branches over driveway
94708,a couple heavy limbs over road & property
94708,"a couple heavy limbs over road, deadwood"
94708,"a couple large branches w/weak attachments, monitor endweight"
94708,a couple long heavy limbs over road
94705,"a couple vertically growing branches, sidewalk & road clearance"
94708,a couple weighty branches over road
94707,"a lot of deadwood,"
94707,"a lot of weight over road, growing into power lines, topped"
94708,a mess
94710,"above bench, crown dieback, branch failure, crowded"
94708,"above slide, next to stairs, crown dieback"
94707,"above swing set, swing clearance, crown clean, decaying pruning cuts, uneven weight"
94708,abundant branching @ 3-6'
94708,abundant watersprouts
94709,acacia sapling at base
94707,"across street, crowded"
94707,"across street, leaning over road, crowded, hit by trucks, recently pruned"
94702,"additional stems removed, root crown wounds, crowded, crown dieback, deadwood, suckers,"
94708,"address numbers nailed to trunk, crowded, irregular trunk growth, trunk spiked by climber"
94705,against tennis court fence
94705,against tennis court fence
94702,"against tennis court fence, crown clean thin"
94703,"algal leaf spot, slight lean towards road uneven weight"
94707,all 3 pruned into 1 form
94707,"all the old pruning  cuts have decay, deadwood, topped, road and sidewalk clearance"
94708,all weght on downhill side
94707,"all weight downhill, light clearance"
94708,all weight in top
94708,"all weight in top, crowded"
94708,all weight on one side
94705,"all weight over road, crowded, next to utility, root wounds from repaving, trunk wound"
94709,almost dead
94708,almost dead
94704,almost dead
94708,almost dead
94708,almost dead
94707,almost dead
94708,almost dead
94707,almost dead
94707,almost dead
94708,almost dead
94707,almost dead
94707,almost dead
94707,almost dead
94708,almost dead
94708,almost dead
94707,almost dead
94707,almost dead
94707,almost dead
94709,almost dead
94707,almost dead
94705,almost dead
94708,almost dead
94702,almost dead
94705,almost dead
94710,almost dead
94705,almost dead
94708,almost dead
94705,"almost dead,"
94710,"almost dead, between parking & lake, under eucalyptus"
94709,"almost dead, crowded"
94710,"almost dead, crowded, next to Myoporum grove"
94708,"almost dead, curved trunk,"
94706,"almost dead, fireblight, crown dieback"
94708,"almost dead, large root wounds & decay"
94708,"almost dead, lean over road"
94709,"almost dead, lean over road, trunk wounds"
94709,"almost dead, mortality spiral"
94710,"almost dead, mushrooms, sparse foliage, crown dieback, crown gall, uneven weight"
94705,"almost dead, needs water"
94705,"almost dead, next to sign"
94709,"almost dead, next to street light"
94707,"almost dead, next to utility"
94707,"almost dead, next to utility, crowded, large deadwood"
94702,"almost dead, next to water line, deadwood, exstensive decay, crowded"
94707,"almost dead, remove and replant"
94708,"almost dead, slight lean towards property"
94708,"almost dead, surrounded by ivy"
94705,"almost dead, surrounded with ivy on trunk, branch failures, crown dieback, chlorotic"
94705,"almost dead, uncorrected lean"
94708,"almost dead, uncorrected lean over road"
94708,"almost dead, uneven weight"
94705,"alsmost dead, slight lean towards the road"
94703,"amber sap drops all over trunk, suckers, included bark"
94709,anthracnose
94710,anthracnose
94710,anthracnose
94702,anthracnose
94710,"anthracnose , poor structure with heavy lean"
94709,"anthracnose crown clean & thin, sidewalk clearance, stub, large callousing trunk wound"
94710,"anthracnose, between utilities"
94710,"anthracnose, building clearance"
94702,"anthracnose, competing leaders"
94702,"anthracnose, crown clean & thin"
94710,"anthracnose, crown clean thin , close to utility"
94703,"anthracnose, lean towards road, wire wrapped around trunk from electrical lines"
94709,"anthracnose, lean, crown clean, sidewalk, road & sign clearance"
94710,"anthracnose, light clearance, next to irrigation control valve"
94710,"anthracnose, next to irrigation control valve, slight lean"
94703,"anthracnose, next to light pole"
94710,"anthracnose, slight lean towards property, next to storm drain, crossed branches, crown clean & thin"
94710,"anthracnose, suckers, crown clean & thin, curved trunk, nest, next to storm drain & water meter"
94710,"anthracnose, suckers, scaffold removed, between driveway & utility"
94710,"anthracnose, uneven weight, crowded"
94710,"anthracnose, zip ties on trunk"
94707,aphids
94707,aphids
94705,aphids
94707,aphids
94707,aphids
94705,aphids
94707,aphids
94707,aphids
94707,aphids
94703,aphids
94706,aphids
94704,aphids
94707,aphids
94704,"aphids,"
94707,"aphids, chlorotic"
94705,"aphids, circling roots"
94704,"aphids, corrected lean, road clearance, crowded"
94704,"aphids, crossed branches, branch wounds, light clearance, included bark"
94705,"aphids, crossed branches, watersprouts"
94707,"aphids, crowded"
94705,"aphids, crowded, competing leaders"
94705,"aphids, crowded, competing leaders, included bark"
94705,"aphids, crown clean and thin, competing leaders, included bark, crowded, end weight reduction"
94704,"aphids, crown clean and thin, weight reduction, curved trunk, road clearance, included bark"
94705,"aphids, curved trunk,"
94704,"aphids, endweight reduction over road"
94705,"aphids, included bark"
94705,"aphids, included bark,"
94704,"aphids, included bark, next to utility"
94704,"aphids, large trunk wound, christmas lights, lean towards the road, building clearance, next to utility, weight reduction, crowded"
94704,"aphids, large voids in soil"
94704,"aphids, next to power pole, diseased, power pole anchor"
94707,"aphids, recently pruned"
94707,"aphids, road clearance"
94704,"aphids, road clearance, next to utility"
94704,"aphids, road clearance, slight lean towards road"
94704,"aphids, sap everywhere"
94704,"aphids, sap everywhere, sign clarance"
94707,"aphids, sidewalk & road clearance"
94704,"aphids, sidewalk clearance, slight lean, branch failure"
94707,"aphids, slight lean towards property"
94704,"aphids, small deadwood"
94705,"aphids, small deadwood, crown clean and thin"
94707,"aphids, suckers, next to utility, deadwood over property"
94704,"aphids, suckers, sidewalk & road clearance, next to light pole, light pole clearance"
94705,"aphids, topped"
94707,"aphids, trunk scratched"
94704,"aphids, under camphor"
94704,"aphids, uneven weight"
94704,"aphids, uneven weight"
94704,"aphids, uneven weight,"
94706,"aphids, uneven weight, crowded"
94705,"aphids, uneven weight, crown raise"
94704,"aphids, white mold, crowded, uneven growth, crown clean & thin"
94703,"apical meristem dead, crowded, trunk wound, hit by vehicle"
94708,"appears to be a volunteer, growing between sidewalk & fence"
94708,appears to be mold or fungus on trunk @ 20'
94708,"appears to be topped, a couple heavy limbs"
94705,"appears to have fungal infection,"
94708,appears topped
94708,appears topped
94708,appears topped
94705,"appears topped, building clearance"
94708,"appears topped, competing leader @ 2'"
94704,"appears topped, crowded"
94708,"appears topped, crowded by cedar"
94708,"appears topped, crowded, next to fence & property"
94708,"appears topped, sapsucker damage"
94708,"apple tree cluster, trunk wounds, hit by vehicles"
94710,ash suckers at base
94704,astroturf
94709,"at base of acacia, crowded, lean"
94709,at base of ash
94703,"at base of ash, crowded"
94703,at base of camphor
94703,"at base of camphor, crowded"
94702,"at base of camphor, crowded, lean towards road"
94709,"at base of eucalyptus, building clearance, next to utility"
94703,at base of ginkgo
94703,at base of hackberry
94703,at base of hackberry
94702,"at base of mulberry, crowded, sooty mold"
94708,at base of oak
94703,"at base of palm, next to sign, topped"
94703,at base of pine
94708,"at base of pine stump, crowded"
94704,"at base of poplar and wall, next to playground"
94710,"at base of power pole anchor, sidewalk & road clearance, building clearance, recently pruned"
94704,"at base of power pole, crossed branches"
94703,"at base of power pole, next to utilities"
94705,"at base of power pole, sidewalk & road clearance"
94702,"at base of power pole, uneven weight"
94703,at base of sign
94705,"at base of sign, branch wounds, hit by vehicles, recently pruned"
94705,at base of stop sign
94707,at base of sycamore
94703,"at base of sycamore, crowded, crown raise"
94709,"at base of sycamore, crowded, uneven weight, growing over road & driveway"
94710,"at lake edge, crowded, uneven weight"
94710,athracnose
94708,"bacterial stem cankers, deadwood , crown clean thin"
94705,bad aphid problem
94704,"bad aphid problem, endweight reduction"
94704,"bad aphid problem, uneven weight, next to power pole, road & building clearance clearance"
94702,"bad fungal infection, crown dieback, excessive sucker production, topped"
94705,bad pruning cut
94704,"bad pruning cut, crown dieback, uneven weight, root crown wound"
94702,"bad pruning cut, stripped bark, remove mulch from root crown, crowded, uneven weight"
94710,"bad pruning cut, uneven weight"
94705,bad pruning cuts
94703,bad pruning cuts
94707,bad pruning cuts
94708,bad pruning cuts
94708,bad pruning cuts
94703,bad pruning cuts
94702,bad pruning cuts
94702,bad pruning cuts
94708,bad pruning cuts
94705,"bad pruning cuts , weight reduction , included bark , root wounds"
94705,"bad pruning cuts,"
94708,"bad pruning cuts,"
94708,"bad pruning cuts,"
94708,"bad pruning cuts,  crowded"
94705,"bad pruning cuts, bariegated,"
94705,"bad pruning cuts, branch split"
94705,"bad pruning cuts, competing leaders, next to sewer cleanout, crown clean & thin"
94708,"bad pruning cuts, crossed branches, deadwood"
94707,"bad pruning cuts, crossed branches, sidewalk and road clearance"
94708,"bad pruning cuts, crowded"
94707,"bad pruning cuts, crowded"
94705,"bad pruning cuts, curved trunk, sapsucker damage,"
94705,"bad pruning cuts, deadwood"
94707,"bad pruning cuts, deadwood, branch wounds, large branch failure, branch cavity, trunk wound"
94707,"bad pruning cuts, deadwood, uneven weight, branch wound, hit by trucks"
94708,"bad pruning cuts, deadwood,n slight lean,  included bark, sucker growth,"
94710,"bad pruning cuts, decaying pruning cuts"
94707,"bad pruning cuts, included bark, crown dieback, uneven weight"
94708,"bad pruning cuts, large branch wound, weight reduction, uneven weight, deadwood,"
94702,"bad pruning cuts, leaf spot, crossed branches"
94708,"bad pruning cuts, lean over road, crowded,  road clearance,"
94708,"bad pruning cuts, lean over road, trunk wound, branch wound"
94708,"bad pruning cuts, nest,next to utility, uneven weight"
94705,"bad pruning cuts, next to building, poor structure, crossed branches, building clearance,"
94705,"bad pruning cuts, next to curb, broken branches"
94708,"bad pruning cuts, next to power pole, deadwood, road clearance, poor structure, included bark, crossed branches, uneven weight,"
94708,"bad pruning cuts, next to power pole, topped heavy,"
94705,"bad pruning cuts, next to sign,"
94708,"bad pruning cuts, next to utilities, waterspraugh, deadwood"
94702,"bad pruning cuts, next to utility, crowded, slight lean towards property"
94707,"bad pruning cuts, next to utility, crown clean and thin"
94705,"bad pruning cuts, poor structure"
94708,"bad pruning cuts, s' curved trunk"
94707,"bad pruning cuts, sidewalk and road clearance"
94705,"bad pruning cuts, sidewalk clearance"
94709,"bad pruning cuts, slight lean towards property, small deadwood"
94702,"bad pruning cuts, slight lean towards property, suckers, uneven weight"
94705,"bad pruning cuts, slight lean towards sidewalk, included bark"
94702,"bad pruning cuts, stubs, crowded"
94704,"bad pruning cuts, stubs, suckers, next to sewer cleanout"
94707,"bad pruning cuts, suckers"
94702,"bad pruning cuts, suckers, crown clean & thin, crowded"
94708,"bad pruning cuts, topped,"
94708,"bad pruning cuts, topped, crossed branches, poor structure"
94705,"bad pruning cuts, topped, road clearance, trunk wound"
94708,"bad pruning cuts, trunk wounds, branch wounds, uneven weight,"
94708,"bad pruning cuts, trunk wounds, decaying pruning cuts, deadwood, crossed branches, topped, branch wounds,"
94703,"bad pruning cuts, uneven weight"
94709,"bad pruning cuts, uneven weight, crowded"
94702,"bad pruning cuts, uneven weight, crowded, suckers, corrected lean"
94702,"bad pruning cuts, uneven weight, small deadwood"
94705,"bad pruning cutsl bleeding cankers, branch wounds, lean over sidewalk, uneven weight"
94702,"bad prunning cut, branch failure, uneven weight"
94709,"bad prunning cut, next to utility"
94702,"bad prunning cut, uneven weight, next to power pole, crowded, leaf spot"
94702,bad prunning cuts
94705,bad prunning cuts
94705,bad prunning cuts
94702,"bad prunning cuts, crown dieback, in decline"
94705,"bad prunning cuts, deadwood, topped, lean towards the road, exposed roots, root wounds, next to utility,"
94706,"bad prunning cuts, grafted, uneven weight, next to utility, roots growing through sidewalk"
94705,"bad prunning cuts, included bark, exposed roots, severe lean over road"
94705,"bad prunning cuts, next to utility, sign clearance, crown clean and thin"
94709,"bad prunning cuts, powdery mildew, crown raise, leaf blister"
94709,"bad prunning cuts, recently pruned, next to power pole, crowded"
94703,"bad prunning cuts, slight lean, next to power pole"
94706,"bad prunning cuts, stubs, corrected lean"
94705,"bad prunning cuts, topped, next to utility,"
94704,"bad prunning cuts, topped, small deadwood,"
94709,"bad prunning cuts, uneven weight, road & sign clearance, crossed branches, deadwood"
94705,"bad prunning cuts, watersprouts, galls"
94705,"bad scale, aphid & ant infestation"
94707,bad structure
94708,"bad turgor pressure, next to utility"
94707,badly diseased
94710,bamboo
94710,"bamboo stake, under arbutus & sycamore"
94703,"bark cracking, next to sewer cleanout, crown clean"
94710,"bark loose on branches , sooty mold , dieback"
94703,bark on trunk splitting
94710,"bark peeling off trunk, sooty mold"
94710,bark split wide open most of length of trunk wound
94703,"bark splitting at base w/yellow sap, crowded, slight lean towards road, next to sewer cleanout"
94707,"bark, topped, growing into power lines, growing next to power pole, sapsucker damage, marked for removal by city"
94702,bend in trunk
94708,"beneath power lines, ivy, topped"
94708,"beneath power lines, leaning downhill"
94710,"bent leaders , growing beneath pear"
94702,bent main leader
94709,bent main leader
94702,bent main leader
94702,bent main leader
94703,bent main leader
94710,bent main leader
94710,bent main leader
94702,bent main leader
94702,"bent main leader , crown clean thin"
94710,"bent main leader , growing beneath plum, next to utility pole and utility vault"
94710,"bent main leader , next to utility"
94710,"bent main leader , sidewalk clearance"
94702,"bent main leader , sooty mold"
94710,"bent main leader , under utility pole anchor, sidewalk clearance"
94710,"bent trunk, deadwood"
94702,"between AC path & fence, crowded, competing leaders, deadwood, crown clean"
94707,"between ADA ramp & building, mushrooms in root crown, under sycamore, recently pruned"
94709,"between BBQ area & creek, crown raise, crowded"
94703,between ash & power pole
94703,"between back of sidewalk & fence, growing through fence, under sycamore, sidewalk clearance, mites"
94702,between basketball courts
94702,between basketball courts
94702,"between basketball courts, next to building, suckers, crowded, building clearance"
